ord;word;1;2
7;opintojaan;0;0
8;Berliinissä;B-LOC;0
9;,;0;0
10;missä;0;0
11;syntyi;0;0
12;kolmas;0;0
13;Helkavirsi-runoelma;B-WORK;0
14;Impi;B-WORK;0
15;ja;0;0
16;Pajarin;0;0
17;poika;I-WORK;0
18;sopraanolle;0;0
19;ja;0;0
20;orkesterille;0;0
21;.;0;0
1;Sointivärit;0;0
2;ovat;0;0
3;persoonallisia;0;0
4;,;0;0
5;varmavaistoisesti;0;0
6;tehtyjä;0;0
7;,;0;0
8;joskus;0;0
9;hieman;0;0
10;talonpoikaisia;0;0
11;.;0;0
1;Hänen;0;0
2;yli;0;0
3;sadasta;0;0
4;esittämästään;0;0
5;roolista;0;0
6;toistuvasti;0;0
7;ohjelmistossa;0;0
8;pyörivä;0;0
9;Leoncavallon;B-PER;0
10;Pajatso;B-WORK;0
11;nousi;0;0
12;sekä;0;0
13;yleisön;0;0
14;että;0;0
15;hänen;0;0
16;omaksi;0;0
17;suosikikseen;0;0
18;.;0;0
1;Brita;B-PER;0
2;Koivunen;I-PER;0
3;onkin;0;0
4;varmasti;0;0
5;saanut;0;0
6;kipinän;0;0
7;laulajanuralleen;0;0
8;äitinsä;0;0
9;esimerkin;0;0
10;kautta;0;0
11;.;0;0
1;Laila;B-PER;0
2;ja;0;0
3;hänen;0;0
4;sisarensa;0;0
5;puhuivat;0;0
6;jo;0;0
7;varhain;0;0
8;keskenään;0;0
9;ruotsia;0;0
10;,;0;0
11;ja;0;0
12;Laila;B-PER;0
13;oppi;0;0
14;matkimaan;0;0
15;eri;0;0
16;kieliä;0;0
17;.;0;0
1;Monet;0;0
2;käsikirjoitukset;0;0
3;ovat;0;0
4;kuitenkin;0;0
5;kadoksissa;0;0
6;,;0;0
7;kuten;0;0
8;merkittävät;0;0
9;radioesitelmät;0;0
10;ainoasta;0;0
11;Kokkoselle;B-PER;0
12;läheisestä;0;0
13;romantiikan;0;0
14;ajan;0;0
15;säveltäjästä;0;0
16;,;0;0
17;Johannes;B-PER;0
18;Brahmsista;I-PER;0
19;.;0;0
1;Suomalaisen;B-ORG;0
2;Oopperan;I-ORG;0
3;ajauduttua;0;0
4;vakavaan;0;0
5;taloudelliseen;0;0
6;kriisiin;0;0
7;Hannikaisen;B-PER;0
8;oli;0;0
9;hakeuduttava;0;0
10;uusiin;0;0
11;kapellimestaritehtäviin;0;0
12;.;0;0
1;Teos;0;0
2;sai;0;0
3;runsaasti;0;0
4;huomiota;0;0
5;tiedotusvälineissä;0;0
6;,;0;0
7;mutta;0;0
8;vain;0;0
9;Helsingin;B-ORG;0
10;Sanomien;I-ORG;0
11;Martti;B-PER;0
12;Vuorenjuuri;I-PER;0
13;(;0;0
14;1932;B-DATE;B-DATE
15;-;0;0
16;2008;I-DATE;B-DATE
17;);0;0
18;rohkeni;0;0
19;mainita;0;0
20;libreton;0;0
21;taustatekijöistä;0;0
22;.;0;0
1;Sodan;0;0
2;syttyminen;0;0
3;hautasi;0;0
4;haaveet;0;0
5;elämäntyöstä;0;0
6;oopperalavoilla;0;0
7;.;0;0
1;Jukka;B-PER;0
2;Kuoppamäki;I-PER;0
3;alkoi;0;0
4;soittaa;0;0
5;ja;0;0
6;laulaa;0;0
7;jo;0;0
8;teini-ikäisenä;0;0
9;1950-luvun;B-DATE;0
10;lopulla;0;0
11;koululaisyhtyeessä;0;0
12;.;0;0
1;Urkujen;0;0
2;kysyntä;0;0
3;kasvoi;0;0
4;koko;0;0
5;1800-luvun;B-DATE;0
6;jälkipuoliskon;0;0
7;,;0;0
8;minkä;0;0
9;vuoksi;0;0
10;kilpailun;0;0
11;taloudelliset;0;0
12;vaikutukset;0;0
13;ovat;0;0
14;jääneet;0;0
15;ilmeisen;0;0
16;vähäisiksi;0;0
17;.;0;0
1;Musiikillinen;0;0
2;varmuus;0;0
3;ja;0;0
4;selkeä;0;0
5;ääntämys;0;0
6;tekivät;0;0
7;hänestä;0;0
8;suositun;0;0
9;oratorioiden;0;0
10;ja;0;0
11;passioiden;0;0
12;solistin;0;0
13;.;0;0
1;Myöhemminkin;0;0
2;,;0;0
3;asuessaan;0;0
4;tilanomistajana;0;0
5;Ilmajoella;B-LOC;0
6;,;0;0
7;hän;0;0
8;harrasti;0;0
9;musiikkia;0;0
10;,;0;0
11;mitä;0;0
12;osoittaa;0;0
13;muun;0;0
14;muassa;0;0
15;kaksi;0;0
16;käsinkirjoitettua;0;0
17;nuottivihkoa;0;0
18;.;0;0
1;Hänellä;0;0
2;oli;0;0
3;nyt;B-DATE;0
4;tilaisuus;0;0
5;palata;0;0
6;jälleen;0;0
7;sävellystyön;0;0
8;pariin;0;0
9;,;0;0
10;ja;0;0
11;hän;0;0
12;piti;0;0
13;kotimaassa;0;0
14;sympaattisen;0;0
15;vastaanoton;0;0
16;saaneet;0;0
17;sävellyskonsertit;0;0
18;1979;B-DATE;0
19;ja;0;0
20;1980;B-DATE;0
21;.;0;0
1;Salmenhaaran;B-PER;0
2;myöhemmän;0;0
3;tyylinkehityksen;0;0
4;kannalta;0;0
5;merkittävän;0;0
6;lisänsä;0;0
7;toivat;0;0
8;sävellyksen;0;0
9;diplomitutkintoa;0;0
10;seuranneet;0;0
11;jatko-opinnot;0;0
12;Wienissä;B-LOC;0
13;György;B-PER;0
14;Ligetin;I-PER;0
15;johdolla;0;0
16;1963;B-DATE;0
17;.;0;0
1;Kauden;0;0
2;kohokohtana;0;0
3;hän;0;0
4;piti;0;0
5;pääsyään;0;0
6;soittamaan;0;0
7;balettiesitykseen;0;0
8;Wienin;B-LOC;0
9;Filharmonikkojen;B-ORG;0
10;käyrätorviryhmässä;I-ORG;0
11;.;0;0
1;Isän;0;0
2;sisar;0;0
3;Ottiliana;B-PER;0
4;Henrietta;0;0
5;(;0;0
6;Jetta;0;0
7;);0;0
8;Nyberg;I-PER;0
9;(;0;0
10;1830;B-DATE;B-DATE
11;-;0;0
12;1911;I-DATE;B-DATE
13;);0;0
14;jatkoi;0;0
15;suvun;0;0
16;musiikillista;0;0
17;taitoa;0;0
18;,;0;0
19;opiskeli;0;0
20;musiikkia;0;0
21;Leipzigin;B-ORG;B-LOC
22;konservatoriossa;I-ORG;0
23;sekä;0;0
24;toimi;0;0
25;yhtenä;0;0
26;varhaisista;0;0
27;musiikkikoulun;0;0
28;perustajista;0;0
29;ja;0;0
30;johtajista;0;0
31;Helsingissä;B-LOC;0
32;.;0;0
1;Beatles-melodia;B-WORK;0
2;En;B-WORK;0
3;helt;0;0
4;vanlig;0;0
5;dag;I-WORK;0
6;jäi;0;0
7;1968;B-DATE;0
8;vain;0;0
9;29-vuotiaan;0;0
10;laulajattaren;0;0
11;viimeiseksi;0;0
12;levyksi;0;0
13;vajaan;0;0
14;kymmenen;0;0
15;vuoden;0;0
16;uran;0;0
17;jälkeen;0;0
18;.;0;0
1;Luottaen;0;0
2;nopeaan;0;0
3;oppimiskykyynsä;0;0
4;Sola;B-PER;0
5;otti;0;0
6;rohkeasti;0;0
7;haasteen;0;0
8;vastaan;0;0
9;ja;0;0
10;opetteli;0;0
11;kolmessa;0;0
12;kuukaudessa;0;0
13;uudet;0;0
14;roolit;0;0
15;,;0;0
16;Don;B-PER;0
17;Ottavion;I-PER;0
18;W;B-PER;0
19;.;0;0
20;A.;0;0
21;Mozartin;I-PER;0
22;Don;B-WORK;0
23;Giovannissa;I-WORK;0
24;ja;0;0
25;nimiroolit;0;0
26;Ruggero;B-PER;0
27;Leoncavallon;I-PER;0
28;Pajatsossa;B-WORK;0
29;ja;0;0
30;Charles;B-PER;0
31;Gounod'n;I-PER;0
32;Faustissa;B-WORK;0
33;.;0;0
1;Hän;0;0
2;korosti;0;0
3;monessa;0;0
4;yhteydessä;0;0
5;suomen;0;0
6;kielen;0;0
7;vivahteikkuutta;0;0
8;ja;0;0
9;osoitti;0;0
10;itse;0;0
11;sen;0;0
12;vakuuttavaa;0;0
13;hallintaa;0;0
14;suomentamalla;0;0
15;alun;0;0
16;kolmattakymmentä;0;0
17;oopperalibrettoa;0;0
18;.;0;0
1;Vuodesta;0;0
2;1911;B-DATE;0
3;toiminut;0;0
4;Kotimainen;B-ORG;0
5;Ooppera;I-ORG;0
6;,;0;0
7;sittemmin;0;0
8;Suomalainen;B-ORG;0
9;Ooppera;I-ORG;0
10;,;0;0
11;sai;0;0
12;viimein;0;0
13;1918;B-DATE;0
14;vakinaiset;0;0
15;tilat;0;0
16;Aleksanterin;B-ORG;0
17;teatterista;I-ORG;0
18;Helsingin;B-LOC;B-LOC
19;Bulevardilta;I-LOC;0
20;.;0;0
1;Niinpä;0;0
2;Suur-Ilmajoella;B-LOC;0
3;säilyi;0;0
4;hyvä;0;0
5;järjestys;0;0
6;,;0;0
7;ja;0;0
8;siellä;0;0
9;esiintyi;0;0
10;vain;0;0
11;vähän;0;0
12;väkivaltarikollisuutta;0;0
13;,;0;0
14;joka;0;0
15;koetteli;0;0
16;pahasti;0;0
17;monia;0;0
18;muita;0;0
19;Etelä-Pohjanmaan;B-LOC;0
20;pitäjiä;0;0
21;.;0;0
1;Se;0;0
2;oli;0;0
3;vuosikymmenelle;0;0
4;tyypillinen;0;0
5;yhden;0;0
6;asian;0;0
7;liike;0;0
8;,;0;0
9;jonka;0;0
10;merkittävin;0;0
11;saavutus;0;0
12;oli;0;0
13;rotusyrjinnän;0;0
14;kieltävän;0;0
15;lain;0;0
16;ratifiointi;0;0
17;1971;B-DATE;0
1;Jo;0;0
2;noihin;0;0
3;aikoihin;0;0
4;Sola;B-PER;0
5;piti;0;0
6;periaatteenaan;0;0
7;esittää;0;0
8;vähintään;0;0
9;puolet;0;0
10;ohjelmastaan;0;0
11;suomeksi;0;0
12;.;0;0
1;Vaikka;0;0
2;pariskunnalla;0;0
3;ei;0;0
4;ollut;0;0
5;lapsia;0;0
6;,;0;0
7;säätyläiselämän;0;0
8;vaatimukset;0;0
9;ja;0;0
10;se;0;0
11;,;0;0
12;ettei;0;0
13;Wegeliuksella;B-PER;0
14;ollut;0;0
15;pysyvää;0;0
16;tointa;0;0
17;,;0;0
18;pakottivat;0;0
19;hankkimaan;0;0
20;elantoa;0;0
21;monesta;0;0
22;eri;0;0
23;suunnasta;0;0
24;.;0;0
1;Kriitikoiden;0;0
2;ja;0;0
3;musiikkielämän;0;0
4;päättäjien;0;0
5;nuiva;0;0
6;suhtautuminen;0;0
7;lienee;0;0
8;vaikuttanut;0;0
9;osaltaan;0;0
10;siihen;0;0
11;,;0;0
12;että;0;0
13;Salmenhaara;B-PER;0
14;sävelsi;0;0
15;1980-luvun;B-DATE;0
16;puolivälin;0;0
17;jälkeen;0;0
18;vain;0;0
19;vähän;0;0
20;,;0;0
21;mutta;0;0
22;paneutui;0;0
23;sitäkin;0;0
24;enemmän;0;0
25;tutkimustyöhön;0;0
26;.;0;0
1;Haminassa;B-LOC;0
2;Genetz;B-PER;0
3;johti;0;0
4;menestyksekkäästi;0;0
5;myös;0;0
6;eri;0;0
7;laulukuoroja;0;0
8;,;0;0
9;joiden;0;0
10;konserteissa;0;0
11;useat;0;0
12;hänen;0;0
13;sävellyksistään;0;0
14;saivat;0;0
15;kantaesityksensä;0;0
16;.;0;0
1;Hannelius;B-PER;0
2;kertoo;0;0
3;asiasta;0;0
4;vaihtelevin;0;0
5;mutta;0;0
6;epäselvin;0;0
7;termein;0;0
8;(;0;0
9;&quot;0;0
10;af;0;0
11;Pastor;0;0
14;författad;0;0
17;sammansatt;0;0
20;sammanfattad;0;0
21;&quot;0;0
22;);0;0
23;,;0;0
24;jotka;0;0
25;voidaan;0;0
26;tulkita;0;0
27;niinkin;0;0
28;,;0;0
29;että;0;0
30;hän;0;0
31;oli;0;0
32;vain;0;0
33;sepittänyt;0;0
34;teosten;0;0
35;sanat;0;0
36;.;0;0
1;Suomalaisilla;0;0
2;siirtolaisilla;0;0
3;oli;0;0
4;soittokuntia;0;0
5;,;0;0
6;tanssiorkestereita;0;0
7;ja;0;0
8;myös;0;0
9;Suomesta;B-LOC;0
10;kävi;0;0
11;taiteilijoita;0;0
12;pitkilläkin;0;0
13;kiertueilla;0;0
14;eri;0;0
15;suomalaispaikkakunnilla;0;0
16;.;0;0
1;Taipaleen;B-LOC;0
2;ehyt;0;0
3;ura;0;0
4;ja;0;0
5;johdonmukaisuus;0;0
6;ovatkin;0;0
7;nostaneet;0;0
8;hänet;0;0
9;neljän;0;0
10;vuosikymmenen;0;0
11;aikana;0;0
12;alansa;0;0
13;huipulle;0;0
14;.;0;0
1;Hän;0;0
2;opiskeli;0;0
3;myös;0;0
4;Helsingin;B-ORG;B-LOC
5;yliopistossa;I-ORG;0
6;musiikkitiedettä;0;0
7;ja;0;0
8;valmistui;0;0
9;filosofian;0;0
10;kandidaatiksi;0;0
11;1964;B-DATE;0
12;ja;0;0
13;lisensiaatiksi;0;0
14;1965;B-DATE;0
15;.;0;0
1;Catharina;B-PER;0
2;Torenberg;I-PER;0
3;oli;0;0
4;Suomen;B-LOC;0
5;tunnetuimpiin;0;0
6;kuuluvan;0;0
7;urkujenrakentajan;0;0
8;Carl;B-PER;0
9;Torenbergin;I-PER;0
10;tytär;0;0
11;,;0;0
12;joka;0;0
13;soitti;0;0
14;viulua;0;0
15;.;0;0
1;Hannikaisen;B-PER;0
2;suunnitelmissa;0;0
3;oli;0;0
4;viipyä;0;0
5;Yhdysvalloissa;B-LOC;0
6;kolme;0;0
7;kuukautta;0;0
8;,;0;0
9;mutta;0;0
10;hän;0;0
11;jäikin;0;0
12;sinne;0;0
13;yli;B-DATE;0
14;10;0;0
15;vuodeksi;I-DATE;0
16;.;0;0
1;Hän;0;0
2;esiintyi;0;0
3;ensimmäisen;0;0
4;kerran;0;0
5;julkisesti;0;0
6;15-vuotiaana;0;0
7;.;0;0
1;&quot;0;0
2;Maailman;0;0
3;ainoa;0;0
4;ja;0;0
5;todellinen;0;0
6;musiikkimaa;0;0
7;&quot;0;0
8;oli;0;0
9;hänelle;0;0
10;Saksa;B-LOC;0
11;,;0;0
12;mutta;0;0
13;vaikka;0;0
14;Nummi;B-PER;0
15;oli;0;0
16;poliittisilta;0;0
17;näkemyksiltään;0;0
18;selvästi;0;0
19;oikeistolainen;0;0
20;,;0;0
21;lähinnä;0;0
22;aristokraattis-monarkistinen;0;0
23;,;0;0
24;hänen;0;0
25;Saksansa;B-LOC;0
26;ei;0;0
27;ollut;0;0
28;Kilpisen;B-PER;0
29;ihailema;0;0
30;kansallissosialistinen;0;0
31;Saksa;B-LOC;0
32;,;0;0
33;vaan;0;0
34;koko;0;0
35;Thomas;B-PER;0
36;Mannin;I-PER;0
37;,;0;0
38;Franz;B-PER;0
39;Werfelin;I-PER;0
40;,;0;0
41;Hermann;B-PER;0
42;Hessen;I-PER;0
43;,;0;0
44;Rainer;B-PER;0
45;Maria;0;0
46;Rilken;I-PER;0
47;ja;0;0
48;Georg;B-PER;0
49;Traklin;I-PER;0
50;edustama;0;0
51;saksankielinen;0;0
52;kulttuuripiiri;0;0
53;.;0;0
1;Siellä;0;0
2;Kuula;B-PER;0
3;esiintyi;0;0
4;myös;0;0
5;orkesterinjohtajana;0;0
6;.;0;0
1;Hänellä;0;0
2;oli;0;0
3;kuitenkin;0;0
4;myös;0;0
5;mainiot;0;0
6;koomikon;0;0
7;taipumukset;0;0
8;,;0;0
9;ja;0;0
10;sellaisissa;0;0
11;rooleissa;0;0
12;kuin;0;0
13;Mozartin;B-PER;0
14;Ryöstö;B-WORK;0
15;seraljista;I-WORK;0
16;-oopperan;0;0
17;Osminina;B-PER;0
18;ja;0;0
19;Bedřich;B-PER;0
20;Smetanan;I-PER;0
21;Myydyn;B-WORK;0
22;morsiamen;I-WORK;0
23;Kecalina;B-PER;0
24;hän;0;0
25;osasi;0;0
26;muuntaa;0;0
27;monumentaalisen;0;0
28;olemuksensa;0;0
29;ja;0;0
30;valtavan;0;0
31;sisäisen;0;0
32;palonsa;0;0
33;hersyvän;0;0
34;humoristisiksi;0;0
35;koomisiksi;0;0
36;hahmoiksi;0;0
37;.;0;0
1;Hän;0;0
2;kuvitteli;0;0
3;terveytensä;0;0
4;jo;0;0
5;palanneen;0;0
6;ja;0;0
7;sitoutui;0;0
8;esiintymään;0;0
9;Berliinin;B-ORG;B-LOC
10;kuninkaallisessa;0;0
11;teatterissa;I-ORG;0
12;23.11.1838;B-DATE;0
13;.;0;0
1;Sävellyksen;0;0
2;opettajan;0;0
3;vanhojen;0;0
4;mestarien;0;0
5;koeteltuja;0;0
6;keinoja;0;0
7;kunnioittava;0;0
8;opetus;0;0
9;oli;0;0
10;täysin;0;0
11;vastakkainen;0;0
12;nuorison;0;0
13;omaehtoisesti;0;0
14;omaksumalle;0;0
15;uutuuden;0;0
16;estetiikalle;0;0
17;.;0;0
1;Merikanto;B-PER;0
2;kirjoitti;0;0
3;oopperan;0;0
4;vielä;0;0
5;kokonaan;0;0
6;uudelleen;0;0
7;,;0;0
8;ja;0;0
9;tämä;0;0
10;toinen;0;0
11;laitos;0;0
12;valmistui;0;0
13;vuoden;B-DATE;0
14;1922;0;B-DATE
15;alussa;I-DATE;0
16;.;0;0
1;Vieno;B-PER;0
2;Kekkonen;I-PER;0
3;teki;0;0
4;vuodesta;B-DATE;0
5;1955;0;B-DATE
6;alkaen;I-DATE;0
7;noin;0;0
8;sata;0;0
9;levytystä;0;0
10;,;0;0
11;joista;0;0
12;tunnetuimpia;0;0
13;ovat;0;0
14;Sävel;B-WORK;0
15;rakkauden;I-WORK;0
16;,;0;0
17;Yön;B-WORK;0
18;väistyessä;I-WORK;0
19;sekä;0;0
20;Ei;B-WORK;0
21;koskaan;0;0
22;sunnuntaisin;I-WORK;0
23;.;0;0
1;Salmenhaaran;B-PER;0
2;varsinaisen;0;0
3;säveltäjänuran;0;0
4;alku;0;0
5;osui;0;0
6;1960-luvun;B-DATE;B-DATE
7;alkuun;I-DATE;0
8;,;0;0
9;joka;0;0
10;oli;0;0
11;kulttuuripoliittisesti;0;0
12;varsin;0;0
13;kiihkeää;0;0
14;aikaa;0;0
15;.;0;0
1;Hannelius;B-PER;0
2;sai;0;0
3;1777;B-DATE;0
4;ansioistaan;0;0
5;rovastin;0;0
6;arvonimen;0;0
7;.;0;0
1;Toinen;0;0
2;poika;0;0
3;,;0;0
4;filosofian;0;0
5;kandidaatti;0;0
6;Salomon;B-PER;0
7;Hannelius;I-PER;0
8;,;0;0
9;sittemmin;0;0
10;Hanelles;B-PER;0
11;(;0;0
12;1771;B-DATE;B-DATE
13;-;0;0
14;1843;I-DATE;B-DATE
15;);0;0
16;soitti;0;0
17;Turussa;B-LOC;0
18;opiskellessaan;0;0
19;1790;B-DATE;B-DATE
20;-;0;0
21;1793;I-DATE;B-DATE
22;viulua;0;0
23;Turun;B-ORG;B-LOC
24;Soitannollisen;0;0
25;seuran;0;0
26;orkesterissa;I-ORG;0
27;ja;0;0
28;lainasi;0;0
29;seuralle;0;0
30;painettuja;0;0
31;nuottejaan;0;0
32;,;0;0
33;jotka;0;0
34;sisälsivät;0;0
35;kymmeniä;0;0
36;vaativia;0;0
37;teoksia;0;0
38;.;0;0
1;Jälkimmäisistä;0;0
2;Akseliin;B-WORK;0
3;ja;0;0
4;Elinaan;I-WORK;0
5;sisältyy;0;0
6;Aaltoilan;B-PER;0
7;suosituin;0;0
8;teos;0;0
9;Akselin;B-WORK;0
10;ja;0;0
11;Elinan;0;0
12;häävalssi;I-WORK;0
13;,;0;0
14;jossa;0;0
15;säveltäjän;0;0
16;melodinen;0;0
17;keksintä;0;0
18;ja;0;0
19;romanttinen;0;0
20;herkkyys;0;0
21;tulevat;0;0
22;aidolla;0;0
23;tavalla;0;0
24;esiin;0;0
25;.;0;0
1;Carl;B-PER;0
2;Torenberg;I-PER;0
3;rakensi;0;0
4;urkujen;0;0
5;lisäksi;0;0
6;fortepianoja;0;0
7;ja;0;0
8;muitakin;0;0
9;klaveereja;0;0
10;sekä;0;0
11;omisti;0;0
12;erikoisen;0;0
13;mekaanisen;0;0
14;soittimen;0;0
15;,;0;0
16;jolla;0;0
17;annettiin;0;0
18;konsertteja;0;0
19;.;0;0
1;Ilmajoen;B-EVT;B-ORG
2;kirkon;0;I-ORG
3;vihkiäisjuhlassa;I-EVT;0
4;1766;B-DATE;0
5;laulettiin;0;0
6;urkulehteriltä;0;0
7;orkesterin;0;0
8;säestyksellä;0;0
9;kaksi;0;0
10;&quot;0;0
11;&quot;0;0
12;,;0;0
13;jotka;0;0
14;kirkkoherra;0;0
15;Hannelius;B-PER;0
16;oli;0;0
17;kertomansa;0;0
18;mukaan;0;0
19;laatinut;0;0
20;.;0;0
1;Ooppera-;0;0
2;ja;0;0
3;opetustyön;0;0
4;lisäksi;0;0
5;hän;0;0
6;konsertoi;0;0
7;säännöllisesti;0;0
8;Suomessa;B-LOC;0
9;sekä;0;0
10;teki;0;0
11;esiintymismatkoja;0;0
12;Euroopan;B-LOC;0
13;eri;0;0
14;maihin;0;0
15;ja;0;0
16;Yhdysvaltoihin;B-LOC;0
17;.;0;0
1;Hän;0;0
2;kirjoitti;0;0
3;itse;0;0
4;tekstit;0;0
5;suureen;0;0
6;osaan;0;0
7;levyttämistään;0;0
8;kappaleista;0;0
9;.;0;0
1;Hän;0;0
2;toimi;0;0
3;jazz-kriitikkona;0;0
4;1960-luvun;B-DATE;0
5;puolivälistä;0;0
6;alkaen;0;0
7;ja;0;0
8;kirjoitti;0;0
9;muun;0;0
10;muassa;0;0
11;Hufvudstadsbladetiin;B-ORG;0
12;.;0;0
1;Suomen-matkoillaan;0;0
2;Ots;B-PER;0
3;veti;0;0
4;konserttisalit;0;0
5;täyteen;0;0
6;karismallaan;0;0
7;ja;0;0
8;viehätysvoimallaan;0;0
9;.;0;0
1;Se;0;0
2;korostaa;0;0
3;neliäänisen;0;0
4;tekstuurin;0;0
5;alinta;0;0
6;ja;0;0
7;ylintä;0;0
8;ääntä;0;0
9;.;0;0
1;European;B-ORG;0
2;Broadcasting;0;0
3;Unionin;I-ORG;0
4;arvostetussa;0;0
5;Let;B-EVT;0
6;the;0;0
7;Peoples;0;0
8;Sing;0;0
9;-kilpailussa;I-EVT;0
10;Jubilatelle;B-PER;0
11;jaettiin;0;0
12;1990;B-DATE;0
13;The;0;0
14;Silver;0;0
15;Rose;0;0
16;Bowl;0;0
17;-kunniapalkinto;0;0
18;.;0;0
1;Hän;0;0
2;toimi;0;0
3;aktiivisesti;0;0
4;Suomen;B-ORG;B-LOC
5;Musiikkinuorison;I-ORG;0
6;riveissä;0;0
7;kansainvälisen;0;0
8;avantgardismin;0;0
9;puolestapuhujana;0;0
10;.;0;0
